species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	TFF3	Cholangiocytes	HITF|ITF	0.021	trefoil factor 3	protein-coding gene	1	Endoderm	Liver	0.462366	1.0	0.033	0.0122869
Mm Hs	TFF1	Cholangiocytes	D21S21|pS2|pNR-2|HP1.A|BCEI	0.007	trefoil factor 1	protein-coding gene	1	Endoderm	Liver	0.225806	0.0	0.0146667	0.000568182
Mm Hs	SOX9	Cholangiocytes	SRA1|CMD1|CMPD1	0.089	SRY-box 9	protein-coding gene	1	Endoderm	Liver	0.0967742	0.0	0.0313333	0.105256
Mm Hs	EPCAM	Cholangiocytes	Ly74|TROP1|GA733-2|EGP34|EGP40|EGP-2|KSA|CD326|Ep-CAM|HEA125|KS1/4|MK-1|MH99|MOC31|323/A3|17-1A|TACST-1|CO-17A|M4S1|MIC18|TACSTD1	0.113	epithelial cell adhesion molecule	protein-coding gene	1	Endoderm	Liver	0.709677	1.0	0.157333	0.096733
Mm Hs	CLDN4	Cholangiocytes	CPE-R|WBSCR8|hCPE-R|CPETR|CPETR1	0.048	claudin 4	protein-coding gene	1	Endoderm	Liver	0.913979	0.5	0.107667	0.0279119
Mm Hs	MMP7	Cholangiocytes	PUMP-1|MPSL1	0.008	matrix metallopeptidase 7	protein-coding gene	1	Endoderm	Liver	0.322581	0.0	0.0163333	0.00369318
Mm Hs	TFF2	Cholangiocytes	SML1	0.002	trefoil factor 2	protein-coding gene	1	Endoderm	Liver	0.0	0.0	0.000333333	0.00276989
Mm Hs	SCGB3A1	Cholangiocytes	UGRP2|HIN-1|HIN1|LU105|PnSP-2	0.004	secretoglobin family 3A member 1	protein-coding gene	1	Endoderm	Liver	0.139785	0.0	0.005	0.00298295
Mm Hs	FXYD2	Cholangiocytes	MGC12372|ATP1G1|HOMG2	0.025	FXYD domain containing ion transport regulator 2	protein-coding gene	1	Endoderm	Liver	0.0322581	0.0	0.00366667	0.0307528
Mm Hs	DEFB1	Cholangiocytes	HBD-1|DEFB-1|DEFB101|HBD1|BD1|MGC51822	0.009	defensin beta 1	protein-coding gene	1	Endoderm	Liver	0.193548	0.0	0.0216667	0.00589489
Hs	CD24	Cholangiocytes	CD24A	0.043	CD24 molecule	protein-coding gene	1	Endoderm	Liver	0.666667	0.0	0.183	0.0
Mm Hs	LCN2	Cholangiocytes	NGAL|24p3	0.04	lipocalin 2	protein-coding gene	1	Endoderm	Liver	0.591398	0.0	0.042	0.0372869
Mm Hs	CXCL1	Cholangiocytes	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP	0.032	C-X-C motif chemokine ligand 1	protein-coding gene	1	Endoderm	Liver	0.354839	0.0	0.0373333	0.0308949
Hs	CXCL6	Cholangiocytes	GCP-2|CKA-3|SCYB6	0.001	C-X-C motif chemokine ligand 6	protein-coding gene	1	Endoderm	Liver	0.0537634	0.0	0.00333333	0.0
Mm Hs	LGALS2	Cholangiocytes	HL14	0.028	galectin 2	protein-coding gene	1	Endoderm	Liver	0.107527	1.0	0.0336667	0.0261364
Mm Hs	TACSTD2	Cholangiocytes	TROP2|GA733-1|EGP-1|M1S1	0.034	tumor associated calcium signal transducer 2	protein-coding gene	1	Endoderm	Liver	0.462366	0.0	0.0883333	0.0200994
Mm Hs	ELF3	Cholangiocytes	ESE-1|ERT|ESX	0.049	E74 like ETS transcription factor 3	protein-coding gene	1	Endoderm	Liver	0.903226	1.0	0.0946667	0.0334517
Mm Hs	SPP1	Cholangiocytes	BSPI|ETA-1|BNSP|OPN	0.052	secreted phosphoprotein 1	protein-coding gene	1	Endoderm	Liver	0.139785	0.0	0.0523333	0.0510653
Mm Hs	MUC5B	Cholangiocytes	MG1	0.002	mucin 5B, oligomeric mucus/gel-forming	protein-coding gene	1	Endoderm	Liver	0.172043	0.0	0.00466667	0.000426136
Mm Hs	LGALS4	Cholangiocytes	GAL4	0.031	galectin 4	protein-coding gene	1	Endoderm	Liver	0.55914	1.0	0.0236667	0.0286222
Mm Hs	CHAT	Cholinergic neurons	NA	0.001	choline O-acetyltransferase	protein-coding gene	1	Ectoderm	Brain	NA	NA	0.0	0.00177532
Mm Hs	SLC18A3	Cholinergic neurons	VACHT	0.002	solute carrier family 18 member A3	protein-coding gene	1	Ectoderm	Brain	NA	NA	0.00129324	0.00262747
Mm Hs	ACHE	Cholinergic neurons	YT	0.018	acetylcholinesterase (Cartwright blood group)	protein-coding gene	1	Ectoderm	Brain	NA	NA	0.00484966	0.0216589
Mm Hs	SLC5A7	Cholinergic neurons	hCHT|CHT1	0.002	solute carrier family 5 member 7	protein-coding gene	1	Ectoderm	Brain	NA	NA	0.0	0.00298253
Mm Hs	PRG4	Chondrocytes	JCAP|SZP|HAPO|bG174L6.2|FLJ32635|CACP	0.004	proteoglycan 4	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.3	0.000969932	0.00391403
Mm Hs	TNC	Chondrocytes	MGC167029|HXB|DFNA56	0.032	tenascin C	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0132557	0.0367919
Mm Hs	CRTAC1	Chondrocytes	FLJ10320|CEP-68|ASPIC1	0.006	cartilage acidic protein 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00129324	0.00718759
Mm Hs	CREB3L2	Chondrocytes	BBF2H7|TCAG_1951439	0.026	cAMP responsive element binding protein 3 like 2	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.166667	0.0245716	0.0239112
Mm Hs	RUNX2	Chondrocytes	AML3|PEBP2A1|PEBP2aA1|CCD|CBFA1|CCD1	0.006	runt related transcription factor 2	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0090527	0.00583547
Mm Hs	ACAN	Chondrocytes	CSPGCP|CSPG1|AGC1	0.001	aggrecan	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.766667	0.000323311	0.000213493
Mm Hs	COL2A1	Chondrocytes	STL1|SEDC|AOM	0.009	collagen type II alpha 1 chain	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.966667	0.0122858	0.00462568
Mm Hs	COMP	Chondrocytes	THBS5|PSACH|EDM1|EPD1	0.005	cartilage oligomeric matrix protein	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.933333	0.00678952	0.00277541
Mm Hs	MATN3	Chondrocytes	EDM5|HOA	0.001	matrilin 3	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.4	0.000969932	0.0
Mm Hs	RUNX3	Chondrocytes	AML2|PEBP2A3|CBFA3	0.016	runt related transcription factor 3	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.018752	0.01345
Mm Hs	SOX6	Chondrocytes	NA	0.018	SRY-box 6	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0333333	0.0232784	0.0165813
Mm Hs	BMP2	Chondrocytes	BMP2A	0.007	bone morphogenetic protein 2	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.266667	0.00872939	0.00640478
Mm Hs	CTNNB1	Chondrocytes	beta-catenin|armadillo|CTNNB	0.056	catenin beta 1	protein-coding gene	NA	Mesoderm	Connective tissue	NA	0.0333333	0.215002	0.0122403
Mm Hs	FGF18	Chondrocytes	FGF-18|ZFGF5	0.001	fibroblast growth factor 18	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.000646621	0.000782807
Mm Hs	GLI3	Chondrocytes	PAP-A|PAPA1|PAPB|ACLS|PPDIV|GCPS|PHS	0.003	GLI family zinc finger 3	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00581959	0.00234842
Mm Hs	PBX3	Chondrocytes	NA	0.008	PBX homeobox 3	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00355642	0.00868204
Mm Hs	PTHLH	Chondrocytes	PTHRP	0.002	parathyroid hormone like hormone	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00258649	0.00177911
Mm Hs	SMO	Chondrocytes	FZD11|SMOH	0.004	smoothened, frizzled class receptor	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0333333	0.0	0.00569314
Mm Hs	STAT1	Chondrocytes	STAT91|ISGF-3	0.033	signal transducer and activator of transcription 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0539929	0.02384
Mm Hs	MMP13	Chondrocytes	CLG3	0.001	matrix metallopeptidase 13	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0	0.000782807
Mm Hs	VEGFA	Chondrocytes	VEGF-A|VPF|VEGF	0.021	vascular endothelial growth factor A	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0252182	0.019499
Mm Hs	MATN1	Chondrocytes	CRTM|CMP	0.001	matrilin 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.3	0.0	7.11642e-05
Mm Hs	COL9A1	Chondrocytes	NA	0.006	collagen type IX alpha 1 chain	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.866667	0.00678952	0.0049815
Mm Hs	COL10A1	Chondrocytes	NA	0.0	collagen type X alpha 1 chain	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0666667	0.0	0.0
Mm Hs	IGF2	Chondrocytes	FLJ44734|IGF-II|C11orf43	0.014	insulin like growth factor 2	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.04785	0.000996299
Mm Hs	MIA	Chondrocytes	CD-RAP	0.004	MIA SH3 domain containing	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0333333	0.0	0.004768
Mm Hs	SDC3	Chondrocytes	N-syndecan|SYND3	0.007	syndecan 3	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0333333	0.00129324	0.00804156
Mm Hs	EMP1	Chondrocytes	TMP|CL-20	0.073	epithelial membrane protein 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.766667	0.113805	0.0634785
Mm Hs	COL6A1	Chondrocytes	NA	0.061	collagen type VI alpha 1 chain	protein-coding gene	NA	Mesoderm	Connective tissue	NA	0.8	0.0924669	0.0499573
Mm Hs	CYTL1	Chondrocytes	C17|C4orf4	0.012	cytokine like 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.933333	0.0287747	0.00633362
Mm Hs	LCN2	Chondrocytes	NGAL|24p3	0.04	lipocalin 2	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0666667	0.0585192	0.0372189
None	AC159092.1	Chondrocytes	NA	0.032	NA	NA	NA	Mesoderm	Connective tissue	NA	0.833333	0.0	0.0387845
Mm Hs	LUM	Chondrocytes	SLRR2D|LDC	0.052	lumican	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.666667	0.0895571	0.0414888
Mm Hs	GADD45B	Chondrocytes	GADD45BETA|DKFZP566B133|MYD118	0.101	growth arrest and DNA damage inducible beta	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.766667	0.1914	0.0810561
Mm Hs	SCRG1	Chondrocytes	SCRG-1	0.04	stimulator of chondrogenesis 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.2	0.0177821	0.0462568
Mm Hs	HAPLN1	Chondrocytes	CRTL1	0.01	hyaluronan and proteoglycan link protein 1	protein-coding gene	NA	Mesoderm	Connective tissue	NA	0.966667	0.0265115	0.00334472
Mm Hs	COL11A1	Chondrocytes	STL2|CO11A1|COLL6	0.008	collagen type XI alpha 1 chain	protein-coding gene	NA	Mesoderm	Connective tissue	NA	1.0	0.0100226	0.00540848
Mm Hs	S100A9	Chondrocytes	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB	0.052	S100 calcium binding protein A9	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.266667	0.0989331	0.0401366
Mm Hs	CHAD	Chondrocytes	SLRR4A	0.002	chondroadherin	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.833333	0.0	0.00128096
Mm Hs	COL9A3	Chondrocytes	EDM3|FLJ90759|DJ885L7.4.1	0.021	collagen type IX alpha 3 chain	protein-coding gene	NA	Mesoderm	Connective tissue	NA	0.933333	0.0129324	0.0193567
Mm Hs	DLK1	Chondrocytes	FA1|pG2|Pref-1|ZOG|Delta1	0.056	delta like non-canonical Notch ligand 1	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.533333	0.0475267	0.05807
Mm Hs	S100A8	Chondrocytes	P8|CGLA|CAGA	0.054	S100 calcium binding protein A8	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.4	0.0746848	0.0468972
Mm Hs	CHODL	Chondrocytes	FLJ12627|PRED12|MT75|C21orf68	0.003	chondrolectin	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00129324	0.00412753
Mm Hs	ATF4	Chondrocytes	TAXREB67|CREB-2|TXREB	0.346	activating transcription factor 4	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.9	0.388296	0.330985
Hs	SHOX	Chondrocytes	PHOG|GCFX|SHOXY	0.0	short stature homeobox	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.0	0.0
Mm Hs	MGP	Chondrocytes	NA	0.075	matrix Gla protein	protein-coding gene	1	Mesoderm	Connective tissue	NA	1.0	0.119302	0.0623399
Mm Hs	TCF4	Chondrocytes	SEF2-1B|ITF2|bHLHb19|E2-2	0.407	transcription factor 4	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.366667	0.172971	0.467976
Mm Hs	VDR	Chondrocytes	NR1I1|PPP1R163	0.012	vitamin D receptor	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00258649	0.0144463
Mm Hs	ATRX	Chondrocytes	XH2|XNP|RAD54|JMS|MRX52	0.412	ATRX, chromatin remodeler	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0333333	0.212092	0.462141
Mm Hs	NOG	Chondrocytes	SYNS1	0.002	noggin	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00517297	0.000925135
Mm Hs	AGER	Chondrocytes	SCARJ1	0.006	advanced glycosylation end-product specific receptor	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.000646621	0.00768574
Mm Hs	IL10RA	Chondrocytes	HIL-10R|CDW210A|CD210a|CD210|IL10R	0.008	interleukin 10 receptor subunit alpha	protein-coding gene	1	Mesoderm	Connective tissue	NA	0.0	0.00775946	0.00839738
Mm Hs	TTR	Choroid plexus cells	HsT2651|CTS|PALB|CTS1	0.049	transthyretin	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0756547	0.0434504
Mm Hs	KL	Choroid plexus cells	NA	0.004	klotho	protein-coding gene	1	Ectoderm	Brain	NA	0.95	0.0	0.00369791
Mm Hs	SOSTDC1	Choroid plexus cells	DKFZp564D206|USAG1|DAND7	0.009	sclerostin domain containing 1	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00193986	0.0103115
Mm Hs	CLIC6	Choroid plexus cells	CLIC5|CLIC1L	0.005	chloride intracellular channel 6	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000646621	0.0046935
Mm Hs	SLC4A10	Choroid plexus cells	NBCn2|NCBE	0.009	solute carrier family 4 member 10	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000969932	0.0100981
Mm Hs	HTR2C	Choroid plexus cells	5-HT2C|5HTR2C|HTR1C	0.002	5-hydroxytryptamine receptor 2C	protein-coding gene	NA	Ectoderm	Brain	NA	0.9	0.0	0.0010667
Mm Hs	AQP1	Choroid plexus cells	CHIP28|CO	0.032	aquaporin 1 (Colton blood group)	protein-coding gene	1	Ectoderm	Brain	NA	0.85	0.0184287	0.0359835
Mm Hs	SLC16A2	Choroid plexus cells	XPCT|MCT8|DXS128|AHDS|MRX22	0.023	solute carrier family 16 member 2	protein-coding gene	NA	Ectoderm	Brain	NA	1.0	0.00355642	0.0275921
Mm Hs	SLC4A2	Choroid plexus cells	HKB3|BND3L|NBND3|EPB3L1	0.006	solute carrier family 4 member 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.95	0.0	0.006258
Mm Hs	SLC4A5	Choroid plexus cells	NBC4	0.002	solute carrier family 4 member 5	protein-coding gene	NA	Ectoderm	Brain	NA	0.9	0.0	0.000853364
Mm Hs	SLC31A1	Choroid plexus cells	hCTR1|CTR1|COPT1	0.05	solute carrier family 31 member 1	protein-coding gene	NA	Ectoderm	Brain	NA	1.0	0.0116392	0.0576732
Mm	CAR12	Choroid plexus cells	NA	0.004	carbonic anhydrase 12	protein coding gene	1	Ectoderm	Brain	NA	0.95	0.0	0.00405348
Mm Hs	CLDN2	Choroid plexus cells	NA	0.008	claudin 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.75	0.0029098	0.0078225
Mm Hs	SLC13A4	Choroid plexus cells	SUT-1|SUT1	0.002	solute carrier family 13 member 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.6	0.00193986	0.000995591
Mm Hs	SLC29A4	Choroid plexus cells	FLJ34923|ENT4	0.006	solute carrier family 29 member 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.25	0.00969932	0.0051913
Mm Hs	PRLR	Choroid plexus cells	NA	0.013	prolactin receptor	protein-coding gene	NA	Ectoderm	Brain	NA	0.85	0.0109926	0.0133694
Mm Hs	CLDN1	Choroid plexus cells	SEMP1|ILVASC	0.009	claudin 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.6	0.029098	0.00376902
Mm Hs	SLC2A12	Choroid plexus cells	GLUT12	0.001	solute carrier family 2 member 12	protein-coding gene	NA	Ectoderm	Brain	NA	0.4	0.0	0.000355568
Mm Hs	WFIKKN2	Choroid plexus cells	WFIKKNRP|WFDC20B	0.0	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.3	0.0	0.000142227
Mm Hs	SLC23A2	Choroid plexus cells	SVCT2|KIAA0238|YSPL2|SLC23A1	0.007	solute carrier family 23 member 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.55	0.000323311	0.00768027
Mm Hs	SLC26A11	Choroid plexus cells	NA	0.0	solute carrier family 26 member 11	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000969932	0.000142227
Mm Hs	SLC26A4	Chromaffin cells	PDS|DFNB4	0.001	solute carrier family 26 member 4	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000969932	0.000568101
Mm Hs	AGRP	Chromaffin cells	Agrt|ART|ASIP2	0.001	agouti related neuropeptide	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0	0.00177532
Mm Hs	IGF2	Chromaffin cells	FLJ44734|IGF-II|C11orf43	0.014	insulin like growth factor 2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.04785	0.000994177
Mm Hs	SNAP25	Chromaffin cells	SNAP-25|RIC-4|RIC4|SEC9|bA416N4.2|dJ1068F16.2|SNAP	0.12	synaptosome associated protein 25	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0229551	0.146144
Mm Hs	SLC18A2	Chromaffin cells	SVMT|SVAT|VMAT2	0.007	solute carrier family 18 member A2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000646621	0.00852152
Mm Hs	SNAPIN	Chromaffin cells	BLOC1S7|BORCS3|SNAPAP	0.056	SNAP associated protein	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0611057	0.0512711
Mm Hs	PNMT	Chromaffin cells	PENT	0.0	phenylethanolamine N-methyltransferase	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000969932	0.000213038
Mm Hs	RAPGEF2	Chromaffin cells	PDZ-GEF1|RA-GEF|DKFZP586O1422|KIAA0313|PDZGEF1	0.003	Rap guanine nucleotide exchange factor 2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00258649	0.00347962
Mm Hs	SERPINE1	Chromaffin cells	PAI|PLANH1|PAI1	0.014	serpin family E member 1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0397672	0.00809544
Mm Hs	GJD2	Chromaffin cells	CX36|GJA9	0.006	gap junction protein delta 2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0061429	0.00553899
Mm Hs	CACNA1D	Chromaffin cells	Cav1.3|CACH3|CACN4|CCHL1A2|CACNL1A2	0.004	calcium voltage-gated channel subunit alpha1 D	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000646621	0.00546797
Mm Hs	PIK3C2A	Chromaffin cells	PI3K-C2alpha	0.006	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.019722	0.00234342
Mm Hs	NCS1	Chromaffin cells	NCS-1|FREQ	0.124	neuronal calcium sensor 1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00711284	0.156867
Mm Hs	PLD1	Chromaffin cells	NA	0.004	phospholipase D1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00226317	0.00518392
Mm Hs	PLD2	Chromaffin cells	NA	0.0	phospholipase D2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0	0.000426076
Mm Hs	DOC2B	Chromaffin cells	DOC2BL	0.002	double C2 domain beta	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000969932	0.00205937
Mm Hs	UNC13A	Chromaffin cells	KIAA1032|Munc13-1	0.0	unc-13 homolog A	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0	0.000426076
Mm Hs	SLC18A1	Chromaffin cells	CGAT|VMAT1|VAT1	0.001	solute carrier family 18 member A1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.000323311	0.00120721
Mm Hs	STX1A	Chromaffin cells	HPC-1|p35-1|STX1	0.014	syntaxin 1A	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00678952	0.0164749
Mm Hs	NPY	Chromaffin cells	PYY4	0.016	neuropeptide Y	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00581959	0.0186763
Mm Hs	NTRK1	Chromaffin cells	TRKA|MTC	0.004	neurotrophic receptor tyrosine kinase 1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0	0.00518392
Mm Hs	P2RY1	Chromaffin cells	P2Y1|SARCC	0.003	purinergic receptor P2Y1	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.00226317	0.00347962
Mm Hs	SLC12A2	Chromaffin cells	NKCC1|BSC|BSC2|PPP1R141	0.078	solute carrier family 12 member 2	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0517297	0.0860673
Mm Hs	CHGA	Chromaffin cells	NA	0.061	chromogranin A	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0391206	0.0678171
Mm Hs	PLAT	Chromaffin cells	NA	0.059	plasminogen activator, tissue type	protein-coding gene	1	Mesoderm	Adrenal glands	NA	NA	0.0365341	0.0662548
Mm Hs	SEC14L3	Ciliated cells	TAP2	0.005	SEC14 like lipid binding 3	protein-coding gene	1	Endoderm	Lungs	NA	1.0	0.0	0.00603736
Mm Hs	CCDC153	Ciliated cells	LOC283152	0.007	coiled-coil domain containing 153	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.00129324	0.00802614
Mm	DYNLT1C	Ciliated cells	NA	0.009	dynein light chain Tctex-type 1C	protein coding gene	NA	Endoderm	Lungs	NA	0.0	0.0	0.0115065
Mm Hs	FAM161A	Ciliated cells	FLJ13305|RP28	0.01	FAM161A, centrosomal protein	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.0200453	0.00731586
Mm Hs	TMEM212	Ciliated cells	FLJ23172	0.006	transmembrane protein 212	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.0	0.00802614
Mm Hs	USMG5	Ciliated cells	NA	0.024	upregulated during skeletal muscle growth 5	protein coding gene	NA	Endoderm	Lungs	NA	0.0	0.023925	0.02557
Mm Hs	CCDC181	Ciliated cells	FLJ25846|C1orf114	0.013	coiled-coil domain containing 181	protein-coding gene	NA	Endoderm	Lungs	NA	0.666667	0.0307145	0.0103701
Mm	CES1D	Ciliated cells	NA	0.013	carboxylesterase 1D	protein coding gene	NA	Endoderm	Lungs	NA	1.0	0.0	0.0156971
Mm Hs	FOXJ1	Ciliated cells	HFH-4|HFH4|FKHL13	0.011	forkhead box J1	protein-coding gene	1	Endoderm	Lungs	NA	0.666667	0.0090527	0.0117906
Mm Hs	CCDC17	Ciliated cells	FLJ33084	0.001	coiled-coil domain containing 17	protein-coding gene	NA	Endoderm	Lungs	NA	0.666667	0.00129324	0.000781305
Mm Hs	CCDC39	Ciliated cells	DKFZp434A128|CILD14|FAP59	0.007	coiled-coil domain containing 39	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.0158422	0.00518503
Mm	FAM177A	Ciliated cells	NA	0.0	family with sequence similarity 177, member A	protein coding gene	NA	Endoderm	Lungs	NA	0.0	0.0	0.0
Mm Hs	ODF3B	Ciliated cells	NA	0.01	outer dense fiber of sperm tails 3B	protein-coding gene	NA	Endoderm	Lungs	NA	0.666667	0.0216618	0.00759997
Mm Hs	CYP2S1	Ciliated cells	NA	0.004	cytochrome P450 family 2 subfamily S member 1	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.00581959	0.00411961
Mm Hs	LRRC23	Ciliated cells	B7|LRPB7	0.009	leucine rich repeat containing 23	protein-coding gene	NA	Endoderm	Lungs	NA	0.0	0.00969932	0.00887847
Mm Hs	SCGB1A1	Ciliated cells	CC10|CCSP|CC16|UGB	0.016	secretoglobin family 1A member 1	protein-coding gene	NA	Endoderm	Lungs	NA	1.0	0.0029098	0.0187513
Mm Hs	APPL2	Ciliated cells	FLJ10659|DIP13B	0.012	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	protein-coding gene	NA	Endoderm	Lungs	NA	0.333333	0.0061429	0.0137794
Mm Hs	TUBB4B	Ciliated cells	Beta2|TUBB2C	0.276	tubulin beta 4B class IVb	protein-coding gene	1	Endoderm	Lungs	NA	1.0	0.345619	0.257405
Mm Hs	SYT2	Clara cells	NA	0.002	synaptotagmin 2	protein-coding gene	1	Endoderm	Lungs	NA	0.0	0.0	0.00313323
Mm Hs	CYP2E1	Clara cells	CYP2E	0.004	cytochrome P450 family 2 subfamily E member 1	protein-coding gene	1	Endoderm	Lungs	NA	0.0	0.00452635	0.00377412
Mm Hs	SCGB1A1	Clara cells	CC10|CCSP|CC16|UGB	0.016	secretoglobin family 1A member 1	protein-coding gene	1	Endoderm	Lungs	NA	1.0	0.0029098	0.0162358
Mm Hs	FOXM1	Clara cells	HFH-11|trident|HNF-3|INS-1|MPP2|MPHOSPH2|TGT3|FKHL16	0.001	forkhead box M1	protein-coding gene	1	Endoderm	Lungs	NA	0.0	0.0	0.00178025
Mm	CYP2F2	Clara cells	NA	0.007	cytochrome P450, family 2, subfamily f, polypeptide 2	protein coding gene	1	Endoderm	Lungs	NA	0.846154	0.0	0.00683615
Mm Hs	CTSE	Clara cells	NA	0.009	cathepsin E	protein-coding gene	1	Endoderm	Lungs	NA	0.0	0.00872939	0.0093997
Mm Hs	MUC5B	Clara cells	MG1	0.002	mucin 5B, oligomeric mucus/gel-forming	protein-coding gene	1	Endoderm	Lungs	NA	0.102564	0.00969932	0.00014242
Mm Hs	SCGB3A2	Clara cells	UGRP1|LU103|PNSP1	0.006	secretoglobin family 3A member 2	protein-coding gene	1	Endoderm	Lungs	NA	0.820513	0.00517297	0.00234993
Mm Hs	SFTPC	Clara cells	SP-C|PSP-C|SMDP2|BRICD6|SFTP2	0.017	surfactant protein C	protein-coding gene	1	Endoderm	Lungs	NA	0.769231	0.0132557	0.0164495
